,Species,Country_of_Origin,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Category_One_Defects,Color,Category_Two_Defects,Certification_Body,altitude_mean_meters,Total_Cup_Points,Points_Tiers
1104,Arabica,Mexico,2012,Caturra,Washed/Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,0.11,2,None,8,AMECAFE,808.0,80.25,Good Specialty
1107,Arabica,Honduras,2015,Catuai,Washed/Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,0.11,0,Green,0,Instituto Hondureño del Café,1400.0,80.17,Good Specialty
1108,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.11,0,Green,2,Asociacion Nacional Del Café,1310.64,80.17,Good Specialty
1109,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.11,0,Green,2,AMECAFE,1250.0,80.17,Good Specialty
1110,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,0.14,1,Green,2,AMECAFE,1550.0,80.17,Good Specialty
1111,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,Green,12,AMECAFE,1000.0,80.17,Good Specialty
1112,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,0.11,0,Green,5,Asociacion Nacional Del Café,1310.64,80.17,Good Specialty
1114,Arabica,Brazil,2018,Bourbon,Pulped natural/honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,0,Green,5,Brazil Specialty Coffee Association,1100.0,80.08,Good Specialty
1115,Arabica,Taiwan,2014,Typica,Washed/Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,0.07,0,Green,0,Blossom Valley International,850.0,80.08,Good Specialty
1117,Arabica,Taiwan,2014,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,200.0,80.08,Good Specialty
1118,Arabica,Taiwan,2014,Typica,Washed/Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,150.0,80.08,Good Specialty
1119,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,250.0,80.08,Good Specialty
1120,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,0.15,0,None,0,AMECAFE,1300.0,80.08,Good Specialty
1121,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,0.14,1,Green,17,AMECAFE,1300.0,80.08,Good Specialty
1122,Arabica,Nicaragua,2017,Caturra,Washed/Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,0.1,0,Green,5,Instituto Hondureño del Café,1250.0,80.0,Good Non-specialty
1123,Arabica,Myanmar,2015,Other,Washed/Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,0.0,0,Green,4,Coffee Quality Institute,3845.0,80.0,Good Non-specialty
1124,Arabica,Mexico,2014,Typica,Washed/Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,0.0,0,Green,2,Specialty Coffee Association,1400.0,80.0,Good Non-specialty
1125,Arabica,Taiwan,2014,Typica,Washed/Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,250.0,80.0,Good Non-specialty
1127,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,0.12,0,Green,9,AMECAFE,1250.0,80.0,Good Non-specialty
1128,Arabica,Mexico,2012,Other,Washed/Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,0.11,0,Green,12,AMECAFE,1100.0,80.0,Good Non-specialty
1132,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,0.12,0,Green,4,AMECAFE,1300.0,79.92,Good Non-specialty
1133,Arabica,Mexico,2012,Other,Washed/Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,0.12,1,Green,7,AMECAFE,1100.0,79.92,Good Non-specialty
1135,Arabica,Mexico,2012,Catuai,Washed/Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,0.11,0,Green,3,AMECAFE,1100.0,79.92,Good Non-specialty
1136,Arabica,Mexico,2012,Typica,Natural/Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,0.12,0,Green,6,AMECAFE,1250.0,79.92,Good Non-specialty
1137,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,0.11,0,Green,0,AMECAFE,1250.0,79.92,Good Non-specialty
1140,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,0.1,0,Green,2,Asociacion Nacional Del Café,1700.0,79.83,Good Non-specialty
1141,Arabica,Nicaragua,2014,Caturra,Washed/Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,0.11,0,Green,0,Asociación de Cafés Especiales de Nicaragua,1250.0,79.83,Good Non-specialty
1142,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,0.12,0,Green,3,AMECAFE,1300.0,79.83,Good Non-specialty
1144,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,Green,1,Asociacion Nacional Del Café,190164.0,79.75,Good Non-specialty
1146,Arabica,Taiwan,2013,Typica,Washed/Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,0.1,0,Blue-Green,0,Specialty Coffee Association,600.0,79.75,Good Non-specialty
1149,Arabica,Costa Rica,2013,Catuai,Washed/Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,0.1,0,Bluish-Green,4,Specialty Coffee Association,1100.0,79.75,Good Non-specialty
1150,Arabica,Mexico,2013,Typica,Washed/Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,0.12,0,Green,4,AMECAFE,1400.0,79.75,Good Non-specialty
1151,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,0.13,0,Green,4,AMECAFE,1022.0,79.75,Good Non-specialty
1152,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.12,0,Green,5,AMECAFE,1300.0,79.75,Good Non-specialty
1153,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,0,None,0,AMECAFE,1450.0,79.75,Good Non-specialty
1154,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,0.1,1,Green,22,AMECAFE,1050.0,79.75,Good Non-specialty
1157,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,Green,1,Asociacion Nacional Del Café,1219.2,79.67,Good Non-specialty
1158,Arabica,El Salvador,2016,Bourbon,Washed/Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,0.0,0,Bluish-Green,12,Salvadoran Coffee Council,1250.0,79.67,Good Non-specialty
1160,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,0.11,0,Green,6,Asociacion Nacional Del Café,1310.64,79.67,Good Non-specialty
1161,Arabica,Mexico,2013,Typica,Washed/Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,0.12,0,Green,6,AMECAFE,1400.0,79.67,Good Non-specialty
1162,Arabica,Mexico,2012,Caturra,Washed/Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,0.13,5,None,6,AMECAFE,975.0,79.67,Good Non-specialty
1165,Arabica,Mexico,2012,Typica,Washed/Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,0.12,0,None,11,AMECAFE,1250.0,79.58,Good Non-specialty
1166,Arabica,Mexico,2012,Caturra,Washed/Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,0.13,0,Green,5,AMECAFE,1550.0,79.58,Good Non-specialty
1169,Arabica,Nicaragua,2015,Caturra,Natural/Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,Green,6,Asociación de Cafés Especiales de Nicaragua,1050.0,79.5,Good Non-specialty
1171,Arabica,Colombia,2013,Caturra,Washed/Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,0.0,0,Green,2,Almacafé,1550.0,79.5,Good Non-specialty
1172,Arabica,Mexico,2012,Caturra,Washed/Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,0.12,1,Green,20,AMECAFE,1550.0,79.5,Good Non-specialty
1173,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,0.12,0,Bluish-Green,5,AMECAFE,1100.0,79.5,Good Non-specialty
1174,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,0,Green,2,Asociacion Nacional Del Café,1219.2,79.42,Good Non-specialty
1175,Arabica,Guatemala,2014,Other,Washed/Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,0.1,1,Green,4,Asociacion Nacional Del Café,1219.2,79.42,Good Non-specialty
1176,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,0.13,0,Green,30,AMECAFE,800.0,79.42,Good Non-specialty
1178,Arabica,Colombia,2013,Caturra,Washed/Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,0.0,0,Green,3,Specialty Coffee Association,1200.0,79.33,Good Non-specialty
1179,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,0.14,0,None,23,AMECAFE,950.0,79.33,Good Non-specialty
1180,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,0.14,0,Green,19,AMECAFE,750.0,79.33,Good Non-specialty
1182,Arabica,Taiwan,2014,Typica,Washed/Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,0.11,0,Blue-Green,0,Specialty Coffee Association,850.0,79.25,Good Non-specialty
1183,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,0.13,0,Green,10,AMECAFE,1000.0,79.25,Good Non-specialty
1184,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,0,Green,0,Asociacion Nacional Del Café,1219.2,79.17,Good Non-specialty
1185,Arabica,Honduras,2017,Catuai,Washed/Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7.0,0.11,0,Green,5,Instituto Hondureño del Café,1650.0,79.17,Good Non-specialty
1186,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,0.11,0,Green,6,Asociacion Nacional Del Café,1320.0,79.17,Good Non-specialty
1187,Arabica,Guatemala,2015,Catuai,Washed/Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,0.11,0,Green,6,Asociacion Nacional Del Café,1550.0,79.17,Good Non-specialty
1189,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,0.14,0,None,8,AMECAFE,1550.0,79.17,Good Non-specialty
1190,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,0,Green,34,AMECAFE,1450.0,79.17,Good Non-specialty
1192,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1,0,Green,1,Asociacion Nacional Del Café,1700.0,79.08,Good Non-specialty
1193,Arabica,United States (Puerto Rico),2013,Other,Washed/Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,0.13,0,Green,0,Specialty Coffee Association,853.44,79.08,Good Non-specialty
1194,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,0.16,0,None,2,AMECAFE,1500.0,79.08,Good Non-specialty
1195,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,0.11,0,Green,45,AMECAFE,1100.0,79.08,Good Non-specialty
1196,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,0.1,0,Bluish-Green,0,AMECAFE,1200.0,79.08,Good Non-specialty
1198,Arabica,Guatemala,2014,Other,Washed/Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,0.12,0,Green,3,Asociacion Nacional Del Café,1219.2,79.0,Good Non-specialty
1199,Arabica,Honduras,2014,Pacas,Washed/Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,0.11,0,Green,12,Instituto Hondureño del Café,1350.0,79.0,Good Non-specialty
1201,Arabica,Mexico,2012,Mundo Novo,Natural/Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7.0,0.12,0,None,12,AMECAFE,1300.0,79.0,Good Non-specialty
1202,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7.0,0.14,3,Green,17,AMECAFE,1550.0,79.0,Good Non-specialty
1203,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.14,7,Green,38,AMECAFE,12.0,79.0,Good Non-specialty
1204,Arabica,Mexico,2013,Typica,Washed/Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7.0,0.12,0,Green,8,AMECAFE,1300.0,78.92,Good Non-specialty
1205,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,0.16,0,None,0,AMECAFE,1400.0,78.92,Good Non-specialty
1206,Arabica,Nicaragua,2016,Caturra,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,6.75,0.1,0,Green,4,Instituto Hondureño del Café,1100.0,78.83,Good Non-specialty
1208,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,0.12,1,Green,8,Asociacion Nacional Del Café,1310.64,78.75,Good Non-specialty
1209,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,0.14,0,Green,0,AMECAFE,1320.0,78.75,Good Non-specialty
1210,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7.0,0.14,0,None,0,AMECAFE,1250.0,78.75,Good Non-specialty
1212,Arabica,China,2013,Typica,Washed/Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,0.0,0,Green,5,Specialty Coffee Association,1850.0,78.67,Good Non-specialty
1213,Arabica,Mexico,2012,Caturra,Washed/Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.13,0,None,2,AMECAFE,1150.0,78.67,Good Non-specialty
1216,Arabica,Guatemala,2014,Other,Washed/Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,0.12,0,Green,3,Asociacion Nacional Del Café,1219.2,78.58,Good Non-specialty
1217,Arabica,Taiwan,2013,Typica,Washed/Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,0.1,0,Green,0,Specialty Coffee Association,800.0,78.58,Good Non-specialty
1218,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,0.13,0,Green,1,AMECAFE,1400.0,78.58,Good Non-specialty
1221,Arabica,Mexico,2014,Bourbon,Washed/Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,0.0,0,Green,0,Specialty Coffee Association,1600.0,78.5,Good Non-specialty
1222,Arabica,Mexico,2012,Typica,Washed/Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,0.12,0,None,14,AMECAFE,1400.0,78.5,Good Non-specialty
1223,Arabica,Mexico,2012,Caturra,Washed/Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,0.13,1,Green,3,AMECAFE,1200.0,78.5,Good Non-specialty
1225,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,0.14,0,None,0,AMECAFE,1500.0,78.42,Good Non-specialty
1227,Arabica,Guatemala,2014,Other,Washed/Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,0.1,0,Green,2,Asociacion Nacional Del Café,1219.2,78.33,Good Non-specialty
1228,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,0.11,1,Green,4,Asociacion Nacional Del Café,1310.64,78.33,Good Non-specialty
1229,Arabica,Mexico,2012,Typica,Natural/Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,0.13,31,Green,47,AMECAFE,1300.0,78.33,Good Non-specialty
1234,Arabica,Mexico,2012,Typica,Washed/Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,0.11,0,Green,3,AMECAFE,1050.0,78.08,Good Non-specialty
1235,Arabica,Taiwan,2016,Yellow Bourbon,Washed/Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,0.0,3,Green,4,Specialty Coffee Association,650.0,78.0,Good Non-specialty
1236,Arabica,Honduras,2014,Pacas,Natural/Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,0.11,2,Green,6,Instituto Hondureño del Café,1350.0,78.0,Good Non-specialty
1238,Arabica,Guatemala,2014,Other,Washed/Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,0.1,1,Green,2,Asociacion Nacional Del Café,1219.2,78.0,Good Non-specialty
1239,Arabica,China,2013,Typica,Washed/Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,0.1,0,Green,28,Specialty Coffee Association,1200.0,78.0,Good Non-specialty
1240,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,0.11,3,Green,9,Asociacion Nacional Del Café,1310.64,78.0,Good Non-specialty
1241,Arabica,Mexico,2012,Other,Washed/Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,0.12,2,Green,7,AMECAFE,850.0,78.0,Good Non-specialty
1243,Arabica,Costa Rica,2014,Caturra,Washed/Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,0.12,2,Green,4,Specialty Coffee Association of Costa Rica,1200.0,77.92,Good Non-specialty
1244,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,0.11,0,Green,3,AMECAFE,1248.0,77.92,Good Non-specialty
1248,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,0.11,0,Green,2,Asociacion Nacional Del Café,1310.64,77.83,Good Non-specialty
1249,Arabica,Taiwan,2012,Typica,Washed/Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,0.11,0,Bluish-Green,0,Specialty Coffee Association,775.0,77.67,Good Non-specialty
1251,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,0.13,0,Green,3,AMECAFE,1300.0,77.5,Good Non-specialty
1252,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,0.11,2,Green,15,Asociacion Nacional Del Café,1310.64,77.42,Good Non-specialty
1253,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,0.0,0,Green,3,Brazil Specialty Coffee Association,890.0,77.33,Good Non-specialty
1254,Arabica,Guatemala,2014,Other,Washed/Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1,1,Green,2,Asociacion Nacional Del Café,1219.2,77.33,Good Non-specialty
1255,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,0.15,4,None,5,AMECAFE,1500.0,77.33,Good Non-specialty
1258,Arabica,Mexico,2012,Other,Washed/Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,0.12,1,Green,11,AMECAFE,1200.0,77.17,Good Non-specialty
1259,Arabica,Peru,2014,Caturra,Washed/Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0.0,7,Green,9,Specialty Coffee Association,1200.0,77.0,Good Non-specialty
1263,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,0.13,0,Green,14,AMECAFE,1100.0,76.42,Good Non-specialty
1264,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,0.11,0,Green,8,Asociacion Nacional Del Café,1310.64,76.33,Good Non-specialty
1268,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,0.16,2,None,4,AMECAFE,1400.0,76.17,Good Non-specialty
1269,Arabica,Indonesia,2011,Other,Natural/Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,0.12,4,None,26,Specialty Coffee Association,3500.0,76.17,Good Non-specialty
1270,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,0.12,0,Green,12,AMECAFE,1250.0,76.08,Good Non-specialty
1271,Arabica,Honduras,2014,Pacas,Natural/Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,0.11,0,Green,7,Instituto Hondureño del Café,1350.0,76.0,Good Non-specialty
1274,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,0.11,0,Green,15,Asociacion Nacional Del Café,1310.64,75.58,Good Non-specialty
1276,Arabica,Mexico,2012,Pacamara,Washed/Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,0.11,4,Green,20,AMECAFE,1100.0,75.5,Good Non-specialty
1277,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,0.11,0,Green,20,AMECAFE,1200.0,75.17,Good Non-specialty
1279,Arabica,Mexico,2012,Typica,Washed/Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,0.13,23,Bluish-Green,29,AMECAFE,1280.0,75.17,Good Non-specialty
1280,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,0.14,15,Green,7,AMECAFE,850.0,75.0,Good Non-specialty
1281,Arabica,Mexico,2012,Typica,Washed/Wet,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,0.17,0,None,6,AMECAFE,1500.0,74.92,Good Non-specialty
1282,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,0.12,0,Green,30,AMECAFE,1250.0,74.83,Good Non-specialty
1285,Arabica,Mexico,2013,Typica,Washed/Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,0.12,0,Green,7,AMECAFE,1700.0,74.67,Good Non-specialty
1287,Arabica,Guatemala,2013,Bourbon,Washed/Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,0.11,1,Green,1,Asociacion Nacional Del Café,1310.64,74.33,Good Non-specialty
1288,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,0.14,3,Green,11,AMECAFE,1140.0,74.33,Good Non-specialty
1289,Arabica,Mexico,2012,Typica,Washed/Wet,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,0.13,0,None,27,AMECAFE,1200.0,74.0,Good Non-specialty
1290,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,0.12,0,Green,19,AMECAFE,1250.0,73.83,Good Non-specialty
1293,Arabica,Honduras,2014,Pacas,Washed/Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,0.11,1,Green,16,Instituto Hondureño del Café,1350.0,73.42,Good Non-specialty
1298,Arabica,Costa Rica,2014,Caturra,Washed/Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,0.11,0,Green,7,Specialty Coffee Association of Costa Rica,1200.0,71.75,Good Non-specialty
1299,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,0.12,4,Green,24,AMECAFE,800.0,71.08,Good Non-specialty
